number fo coils	322
number of rows (r)	17
number fo columns (n)	29
number of doors	1
number of types	30
number of cranes	3
v1	1
v2	2
lambda1	2
lambda2	4
mu	0.5
RowDisUnit	4
ColDisUnit	2
RowDisUnit_2	4
ColDisUnit_2	2
safeDistance	1
door	r	n
1	6	28
crane	r	n
1	5	24
2	11	5
3	14	3
	door
Type	1	
1	3	
2	0	
3	1	
4	1	
5	0	
6	0	
7	1	
8	0	
9	0	
10	0	
11	1	
12	0	
13	0	
14	0	
15	1	
16	2	
17	3	
18	0	
19	2	
20	1	
21	2	
22	1	
23	0	
24	1	
25	2	
26	0	
27	1	
28	0	
29	1	
30	0	
192	10	10	6
193	12	25	13
194	8	18	28
195	12	22	20
196	10	2	4
197	11	16	24
198	7	1	12
199	7	14	17
200	2	22	12
201	11	13	9
202	14	16	19
203	4	5	28
204	11	18	30
205	10	26	30
206	9	9	18
207	8	2	4
208	13	13	27
209	9	2	26
210	3	15	9
211	3	16	25
212	12	26	5
213	7	9	14
214	8	22	22
215	5	5	8
216	14	5	5
217	5	16	27
218	6	25	25
219	11	14	3
220	3	5	16
221	14	18	28
222	2	7	25
223	12	7	10
224	12	3	15
225	11	23	11
226	12	24	1
227	2	14	15
228	13	15	18
229	13	23	15
230	14	13	21
231	5	23	1
232	6	26	19
233	5	10	5
234	5	24	27
235	12	2	20
236	2	27	17
237	7	8	18
238	5	2	3
239	3	14	3
240	5	4	28
241	6	1	10
242	5	12	25
243	2	2	14
244	7	16	4
245	13	10	19
246	14	27	12
247	11	12	12
248	13	7	19
249	3	23	12
250	12	9	6
251	13	5	14
252	10	4	20
253	11	5	7
254	8	27	27
255	14	12	9
256	11	22	9
257	13	12	14
258	4	14	25
259	13	18	1
260	5	21	2
261	5	8	27
262	2	16	9
263	8	13	20
264	13	24	12
265	7	19	30
266	2	5	12
267	14	14	19
268	4	6	21
269	12	4	24
270	8	24	9
271	8	15	25
272	12	19	7
273	13	6	5
274	11	24	8
275	5	20	18
276	2	25	2
277	13	21	9
278	6	2	14
279	4	11	10
280	8	6	19
281	11	20	26
282	3	24	27
283	10	6	13
284	9	8	2
285	12	18	26
286	4	23	26
287	14	6	25
288	8	16	20
289	13	14	5
290	9	6	3
291	4	12	18
292	5	6	19
293	4	22	29
294	6	13	16
295	13	20	5
296	12	6	13
297	7	24	27
298	2	26	11
299	6	11	12
300	4	24	13
301	13	8	20
302	2	20	1
303	4	4	6
304	14	4	13
305	3	26	2
306	2	6	28
307	12	20	11
308	12	8	25
309	14	25	3
310	4	10	10
311	13	3	30
312	6	7	23
313	11	3	20
314	2	8	20
315	6	8	15
316	13	16	8
317	9	13	2
318	6	24	9
319	9	11	16
320	7	11	24
321	12	10	21
322	4	1	26
