10	151	3	52	45	1	28	627
1	6	150
1	0	32
2	2	69
3	9	10
1	2	
2	2	
3	1	
4	2	
5	1	
6	1	
7	0	
8	0	
9	2	
10	0	
11	0	
12	2	
13	4	
14	3	
15	1	
16	0	
17	3	
18	2	
19	3	
20	3	
21	3	
22	2	
23	0	
24	0	
25	2	
26	2	
27	3	
28	1	
231	3	58	13
232	4	48	9
233	6	6	14
234	5	109	5
235	5	13	11
236	2	27	26
237	2	145	6
238	3	89	6
239	7	71	8
240	6	37	7
241	6	21	8
242	3	63	28
243	3	147	15
244	4	17	13
245	6	51	19
246	5	69	26
247	7	106	9
248	2	131	13
249	6	9	20
250	4	105	16
251	2	36	6
252	6	87	20
253	4	85	7
254	4	45	6
255	5	89	20
256	7	99	9
257	7	29	5
258	6	135	20
259	4	13	26
260	2	43	13
261	3	113	3
262	6	81	22
263	6	20	4
264	2	63	24
265	2	83	22
266	7	23	2
267	5	68	2
268	4	143	12
269	7	39	14
270	7	31	1
271	3	135	2
272	4	12	25
273	5	110	5
274	4	23	21
275	7	49	12
276	3	75	18
277	7	61	25
278	4	127	23
279	6	137	24
280	6	128	6
281	3	67	13
282	3	7	20
283	2	71	19
284	5	23	18
285	3	80	7
286	2	53	22
287	4	61	28
288	3	149	5
289	3	3	20
290	6	36	22
291	4	124	10
292	3	87	19
293	6	123	1
294	5	75	2
295	7	143	16
296	6	142	23
297	7	121	13
298	2	144	22
299	2	82	8
300	6	110	7
301	6	144	18
302	6	88	12
303	5	41	12
304	5	35	19
305	7	67	6
306	7	85	26
307	6	136	1
308	5	7	24
309	4	71	14
310	3	1	2
311	4	81	9
312	6	134	8
313	5	129	7
314	2	105	24
315	3	37	13
316	3	131	24
317	4	104	19
318	4	72	7
319	5	117	22
320	4	93	6
321	7	77	21
322	5	91	15
323	4	14	25
324	6	50	20
325	2	125	1
326	6	57	13
327	3	55	22
328	5	42	14
329	4	78	19
330	4	80	5
331	5	1	16
332	6	95	6
333	7	78	24
334	2	65	9
335	2	47	4
336	5	115	15
337	3	137	27
338	5	125	16
339	2	70	11
340	5	77	17
341	5	79	12
342	6	78	4
343	5	90	21
344	3	18	3
345	5	18	14
346	6	99	22
347	6	38	4
348	7	32	3
349	3	141	6
350	7	17	2
351	6	10	15
352	7	127	28
353	7	75	28
354	4	89	7
355	5	55	12
356	7	63	11
357	4	111	11
358	2	28	26
359	4	84	12
360	4	67	7
361	3	43	27
362	7	123	16
363	7	93	18
364	7	34	3
365	2	91	9
366	5	51	20
367	6	80	9
368	4	18	24
369	3	24	22
370	6	119	28
371	6	67	14
372	2	120	9
373	2	124	5
374	6	117	12
375	5	63	27
376	4	149	23
377	7	128	10
378	5	126	25
379	5	114	3
380	5	103	28
381	4	99	6
382	3	51	1
383	2	95	25
384	7	51	27
385	7	135	27
386	3	91	2
387	5	116	9
388	4	106	19
389	4	29	10
390	4	64	13
391	3	13	9
392	7	70	4
393	2	21	16
394	7	98	14
395	5	141	26
396	4	110	19
397	5	105	16
398	3	30	9
399	5	53	20
400	4	33	1
401	7	149	16
402	3	2	12
403	2	54	7
404	4	90	19
405	7	87	8
406	6	16	17
407	6	61	27
408	3	138	28
409	6	75	1
410	2	13	16
411	3	49	2
412	7	89	20
413	2	7	15
414	4	2	10
415	6	70	13
416	5	71	15
417	3	47	19
418	6	98	16
419	6	131	9
420	5	83	22
421	6	18	3
422	3	12	4
423	4	145	10
424	4	41	13
425	3	146	21
426	7	18	9
427	5	88	19
428	6	68	16
429	2	11	4
430	6	53	8
431	7	139	16
432	2	107	4
433	6	60	5
434	6	121	23
435	2	137	9
436	7	53	5
437	7	48	7
438	5	54	1
439	3	93	12
440	6	91	19
441	5	59	7
442	4	22	24
443	3	98	1
444	7	62	13
445	6	96	9
446	7	145	10
447	6	76	2
448	4	87	3
449	2	57	23
450	4	55	4
451	2	8	12
452	5	149	10
453	4	137	20
454	6	40	13
455	7	76	24
456	6	73	17
457	5	40	22
458	2	58	9
459	4	34	6
460	7	81	26
461	5	139	1
462	2	41	22
463	3	42	4
464	5	21	19
465	2	31	23
466	2	3	10
467	4	131	9
468	6	118	25
469	6	122	10
470	2	44	26
471	7	21	10
472	4	82	27
473	7	144	28
474	4	128	4
475	2	141	26
476	5	15	23
477	6	1	9
478	4	30	25
479	6	125	17
480	2	130	3
481	7	55	27
482	7	73	28
483	2	106	3
484	6	55	12
485	7	74	3
486	7	43	15
487	3	114	16
488	2	112	28
489	5	147	3
490	3	92	23
491	2	18	4
492	7	28	4
493	6	44	6
494	2	15	26
495	7	112	25
496	7	132	9
497	3	90	15
498	5	132	14
499	2	42	20
500	3	27	24
501	3	148	8
502	3	121	28
503	4	108	20
504	5	3	22
505	2	138	22
506	4	46	9
507	5	104	22
508	3	88	9
509	6	85	10
510	7	57	19
511	2	149	13
512	5	140	4
513	5	128	4
514	4	42	3
515	3	5	1
516	3	65	18
517	2	23	1
518	4	119	7
519	3	6	18
520	3	136	24
521	3	26	7
522	3	71	21
523	6	23	6
524	3	8	28
525	7	54	6
526	3	77	17
527	5	99	12
528	6	52	5
529	7	15	1
530	6	139	11
531	5	2	5
532	7	134	23
533	4	32	27
534	5	145	21
535	2	104	10
536	6	31	22
537	3	50	17
538	5	70	24
539	6	65	4
540	6	72	12
541	4	62	23
542	4	27	25
543	3	122	15
544	7	9	17
545	5	65	1
546	6	126	27
547	5	57	8
548	3	66	23
549	3	38	8
550	2	101	11
551	3	28	24
552	7	101	16
553	5	148	10
554	7	58	20
555	2	108	27
556	2	140	8
557	5	37	27
558	2	32	4
559	5	38	23
560	3	76	5
561	4	92	21
562	7	12	16
563	3	10	11
564	3	112	12
565	7	86	26
566	5	97	2
567	3	21	12
568	4	70	20
569	4	8	17
570	2	73	17
571	7	50	20
572	3	64	9
573	4	117	18
574	4	88	9
575	3	62	23
576	5	14	22
577	7	83	25
578	2	14	5
579	7	65	24
580	3	33	15
581	7	56	14
582	2	49	23
583	6	120	22
584	4	113	23
585	6	148	3
586	7	52	12
587	7	22	10
588	5	76	25
589	6	30	5
590	7	45	25
591	3	48	6
592	2	72	25
593	3	107	14
594	5	60	6
595	5	62	11
596	7	7	17
597	6	58	15
598	2	142	5
599	7	146	2
600	6	130	12
601	2	38	26
602	5	98	12
603	4	5	11
604	2	51	2
605	7	25	27
606	6	63	6
607	4	60	6
608	5	36	18
609	3	44	4
610	7	20	6
611	3	109	28
612	5	93	1
613	2	22	3
614	3	32	7
615	7	88	11
616	5	33	23
617	7	122	27
618	7	30	21
619	6	101	16
620	3	72	20
621	6	94	18
622	4	116	19
623	3	53	4
624	4	37	10
625	2	30	4
626	4	136	16
627	7	109	13
