9	151	2	68	53	2	28	664
1	2	150
2	4	150
1	3	90
2	6	97
325	3	107	18
326	6	93	14
327	3	15	1
328	2	5	22
329	5	111	15
330	5	88	15
331	5	37	15
332	3	99	26
333	5	76	16
334	7	4	4
335	7	139	19
336	5	12	11
337	6	126	12
338	7	9	27
339	6	131	11
340	7	147	24
341	3	95	23
342	5	143	25
343	6	39	26
344	3	149	27
345	6	95	9
346	4	119	20
347	5	68	2
348	2	71	19
349	4	71	14
350	6	149	26
351	1	118	7
352	2	145	18
353	7	135	7
354	7	25	24
355	4	67	5
356	2	67	5
357	6	46	28
358	3	17	19
359	4	118	11
360	4	17	26
361	3	11	23
362	6	7	13
363	3	85	7
364	6	91	22
365	3	57	28
366	6	79	5
367	1	104	24
368	4	120	2
369	6	145	26
370	2	111	10
371	3	79	14
372	6	139	13
373	2	81	7
374	5	38	24
375	7	90	14
376	7	102	28
377	2	89	20
378	7	145	3
379	7	104	22
380	4	105	13
381	7	115	25
382	6	143	11
383	7	39	1
384	5	45	26
385	1	35	5
386	1	69	2
387	3	23	28
388	3	54	21
389	3	49	3
390	3	129	1
391	4	69	21
392	6	8	21
393	4	23	17
394	7	116	1
395	2	91	24
396	4	133	24
397	6	103	21
398	4	92	11
399	7	26	6
400	1	120	5
401	7	130	28
402	4	14	19
403	5	93	18
404	7	54	6
405	1	73	27
406	6	130	18
407	6	41	10
408	2	39	27
409	7	146	24
410	1	127	1
411	1	45	12
412	2	114	5
413	6	12	7
414	6	63	14
415	4	55	8
416	3	106	1
417	3	143	4
418	3	37	10
419	6	138	8
420	4	45	19
421	2	102	23
422	1	74	6
423	1	46	21
424	4	61	6
425	7	79	21
426	5	121	2
427	2	51	22
428	2	35	12
429	3	113	19
430	3	84	7
431	2	43	8
432	3	12	22
433	2	75	24
434	5	3	12
435	2	79	23
436	1	27	19
437	7	37	12
438	3	109	7
439	5	139	16
440	3	33	2
441	6	40	9
442	4	70	16
443	7	24	22
444	1	70	14
445	5	140	23
446	1	147	8
447	5	65	3
448	7	61	15
449	1	126	6
450	1	135	4
451	5	101	26
452	1	99	23
453	4	88	22
454	7	21	21
455	7	107	25
456	3	34	20
457	6	53	24
458	4	101	23
459	5	91	9
460	1	26	11
461	5	66	25
462	5	115	10
463	1	130	21
464	4	99	13
465	4	132	20
466	5	9	7
467	6	81	2
468	3	120	28
469	4	3	3
470	5	44	2
471	3	147	5
472	3	108	4
473	3	80	11
474	6	6	16
475	4	72	21
476	2	85	18
477	4	21	20
478	3	21	16
479	7	83	21
480	2	27	28
481	7	7	2
482	2	38	24
483	2	54	21
484	4	29	12
485	3	19	9
486	4	84	9
487	6	141	25
488	2	87	23
489	4	102	8
490	7	127	9
491	5	10	21
492	3	30	4
493	3	132	20
494	7	126	22
495	3	114	3
496	7	29	15
497	7	128	24
498	7	118	5
499	5	27	3
500	3	82	3
501	2	105	12
502	5	129	14
503	3	59	24
504	2	139	11
505	3	122	11
506	4	36	7
507	3	127	22
508	1	65	21
509	6	33	21
510	4	125	24
511	3	86	14
512	2	142	2
513	7	80	1
514	5	23	18
515	5	41	27
516	7	77	24
517	3	16	12
518	3	77	15
519	5	123	5
520	2	104	21
521	6	28	18
522	3	51	14
523	7	48	7
524	5	57	6
525	2	80	24
526	4	54	17
527	3	32	21
528	5	149	18
529	6	80	9
530	3	98	5
531	2	12	16
532	1	83	18
533	2	86	22
534	7	142	23
535	7	32	15
536	6	31	7
537	6	64	15
538	4	149	3
539	5	63	2
540	7	92	17
541	7	144	3
542	2	42	13
543	3	39	25
544	1	33	28
545	1	91	16
546	2	70	2
547	2	124	23
548	3	137	1
549	5	34	16
550	1	58	20
551	6	102	15
552	2	96	9
553	7	87	16
554	5	116	9
555	7	43	8
556	5	61	23
557	2	40	3
558	7	45	13
559	2	52	17
560	7	95	2
561	2	44	15
562	4	46	2
563	7	6	10
564	3	130	28
565	5	81	8
566	7	120	22
567	3	70	25
568	3	18	6
569	2	56	14
570	1	13	18
571	1	67	21
572	1	122	23
573	4	49	24
574	5	51	12
575	5	147	22
576	4	135	28
577	2	29	15
578	7	44	6
579	4	100	16
580	7	100	4
581	5	128	24
582	1	66	5
583	7	60	16
584	5	131	25
585	4	95	7
586	1	68	8
587	4	138	24
588	1	17	1
589	4	134	27
590	7	8	28
591	1	81	9
592	2	66	16
593	1	23	15
594	4	68	27
595	3	40	19
596	7	15	26
597	1	61	25
598	5	114	6
599	7	108	11
600	1	101	20
601	4	110	13
602	3	89	3
603	6	140	1
604	7	41	8
605	4	112	27
606	4	57	24
607	3	148	14
608	2	23	16
609	4	39	12
610	3	73	7
611	3	38	11
612	1	24	17
613	3	78	2
614	4	127	20
615	2	19	23
616	5	83	17
617	4	136	4
618	4	12	17
619	3	1	15
620	2	106	28
621	2	127	12
622	7	110	28
623	2	58	17
624	3	103	16
625	7	76	7
626	3	2	10
627	4	129	23
628	5	58	4
629	1	10	16
630	5	85	21
631	3	126	20
632	3	145	20
633	2	34	18
634	7	40	18
635	5	86	14
636	7	68	19
637	5	94	5
638	2	119	13
639	4	38	27
640	4	25	8
641	5	132	19
642	4	94	25
643	3	50	27
644	7	57	3
645	5	135	11
646	2	73	16
647	5	97	2
648	5	7	12
649	5	53	21
650	6	123	23
651	7	20	15
652	2	112	10
653	1	92	9
654	6	142	2
655	4	30	11
656	4	1	15
657	1	94	1
658	1	82	3
659	7	94	9
660	3	74	21
661	5	79	24
662	7	65	18
663	7	52	24
664	2	94	17
