9	153	2	70	63	2	20	685
1	5	152
2	6	152
1	2	131
2	3	112
393	7	136	3
394	3	82	4
395	1	122	20
396	5	107	2
397	1	105	12
398	3	9	6
399	4	131	1
400	4	83	3
401	1	51	8
402	4	35	8
403	4	21	6
404	3	97	15
405	1	12	18
406	3	80	17
407	5	136	5
408	3	71	15
409	1	129	19
410	6	93	15
411	4	65	19
412	6	133	20
413	4	119	8
414	4	101	18
415	3	149	5
416	1	128	14
417	1	67	3
418	4	139	18
419	3	145	1
420	2	120	9
421	5	62	6
422	4	47	20
423	1	57	13
424	3	95	17
425	5	27	9
426	3	27	9
427	7	61	13
428	2	90	3
429	4	116	7
430	1	43	19
431	3	118	8
432	6	95	14
433	5	138	6
434	2	124	16
435	7	76	8
436	6	111	1
437	3	99	2
438	2	146	1
439	3	58	11
440	5	48	15
441	2	105	11
442	6	141	17
443	1	25	11
444	2	81	9
445	4	93	5
446	1	29	19
447	1	23	17
448	7	65	11
449	1	114	13
450	1	139	16
451	3	70	10
452	5	28	1
453	1	26	3
454	4	3	10
455	5	148	16
456	7	57	6
457	6	79	7
458	6	82	9
459	3	84	14
460	5	92	8
461	3	19	7
462	6	89	14
463	5	17	12
464	1	55	9
465	7	138	6
466	4	23	20
467	7	9	4
468	2	138	14
469	7	124	10
470	3	78	18
471	4	145	14
472	3	60	12
473	7	14	15
474	6	129	15
475	1	19	3
476	5	68	4
477	4	146	15
478	2	22	12
479	1	41	6
480	4	98	9
481	2	93	17
482	7	62	12
483	7	103	11
484	1	94	6
485	7	43	3
486	4	66	8
487	3	116	16
488	1	87	11
489	1	90	18
490	6	90	13
491	2	97	7
492	6	9	10
493	2	32	2
494	2	94	16
495	1	14	6
496	6	20	6
497	1	92	9
498	6	84	10
499	2	100	1
500	1	69	4
501	6	142	4
502	4	5	19
503	4	41	6
504	5	21	5
505	6	40	2
506	5	66	3
507	5	13	2
508	4	91	16
509	6	113	10
510	1	40	9
511	3	36	1
512	2	114	5
513	6	121	12
514	3	52	9
515	1	3	12
516	5	24	15
517	3	146	16
518	2	48	19
519	2	77	10
520	3	123	7
521	3	44	16
522	2	111	10
523	6	149	11
524	5	22	15
525	3	11	20
526	1	141	6
527	1	131	13
528	5	60	18
529	7	23	20
530	7	71	14
531	1	126	19
532	4	17	3
533	5	115	2
534	4	111	11
535	6	31	8
536	2	144	19
537	4	79	13
538	7	148	16
539	6	112	6
540	4	120	18
541	1	78	17
542	4	85	1
543	7	133	10
544	6	64	5
545	3	73	17
546	7	131	3
547	1	61	11
548	5	88	17
549	6	106	1
550	3	17	8
551	4	127	9
552	6	51	16
553	5	51	3
554	1	65	9
555	4	18	17
556	6	150	4
557	4	25	12
558	2	45	18
559	4	142	4
560	5	4	18
561	6	97	1
562	6	115	11
563	2	98	12
564	1	142	16
565	1	1	17
566	4	81	19
567	3	21	8
568	1	124	4
569	7	143	10
570	3	96	8
571	7	109	6
572	5	109	7
573	7	70	6
574	5	116	10
575	7	95	15
576	4	27	8
577	7	45	6
578	1	17	5
579	1	133	17
580	4	126	15
581	4	37	6
582	5	46	3
583	7	36	20
584	2	41	17
585	3	20	18
586	7	119	4
587	2	150	5
588	5	54	3
589	1	28	2
590	3	40	12
591	4	130	10
592	6	11	6
593	2	58	18
594	1	76	18
595	7	33	8
596	3	67	13
597	7	54	1
598	3	141	4
599	1	4	4
600	4	2	19
601	4	113	2
602	7	40	11
603	6	23	1
604	1	2	4
605	2	112	18
606	1	96	20
607	4	11	7
608	2	43	15
609	4	36	4
610	5	98	14
611	5	38	5
612	4	96	12
613	4	144	16
614	6	66	9
615	1	149	6
616	6	1	12
617	6	15	15
618	6	75	12
619	3	68	16
620	2	40	12
621	2	42	7
622	1	73	11
623	6	96	3
624	7	2	5
625	1	134	9
626	4	51	13
627	6	134	1
628	6	100	1
629	3	28	19
630	2	96	11
631	6	108	10
632	3	33	12
633	5	142	19
634	2	106	9
635	1	53	11
636	6	120	4
637	4	149	20
638	6	80	3
639	4	13	19
640	4	94	13
641	6	145	7
642	2	122	13
643	2	65	14
644	6	2	6
645	6	47	7
646	4	26	1
647	1	59	9
648	3	15	10
649	5	31	10
650	1	150	20
651	7	98	1
652	4	103	9
653	6	140	1
654	7	4	14
655	6	147	6
656	7	144	16
657	5	101	4
658	4	29	3
659	5	102	11
660	7	16	19
661	6	48	9
662	3	101	15
663	3	26	16
664	3	133	17
665	1	18	5
666	6	76	15
667	3	100	15
668	4	7	7
669	3	109	2
670	6	146	1
671	5	111	6
672	2	66	1
673	4	134	3
674	7	132	18
675	5	127	20
676	5	58	15
677	3	132	20
678	1	81	1
679	3	142	11
680	4	82	18
681	2	44	13
682	7	108	3
683	1	120	3
684	4	84	11
685	1	80	17
