tedade Kalaf	953
tedade r	10
tedade n	153
tedade darb	1
tedade type	27
tedade m	2
v1	1
v2	2
lambda1	2
lambda2	4
mu	0.5
RowDisUnit	4
ColDisUnit	2
RowDisUnit_2	4
ColDisUnit_2	2
safeD	1
darb	r	n
1	6	152
jaresaghil	r	n
1	7	58
2	9	47
	darb
Type	1	
1	3	
2	4	
3	3	
4	4	
5	2	
6	1	
7	4	
8	1	
9	1	
10	1	
11	3	
12	4	
13	3	
14	2	
15	7	
16	1	
17	4	
18	4	
19	3	
20	3	
21	2	
22	3	
23	4	
24	1	
25	0	
26	3	
27	2	
258	6	101	1
259	6	66	2
260	8	65	16
261	3	62	20
262	7	111	8
263	6	58	14
264	3	91	3
265	6	149	2
266	5	113	15
267	2	109	8
268	4	146	11
269	8	7	21
270	8	33	12
271	5	23	4
272	3	43	2
273	6	129	3
274	4	77	13
275	4	43	24
276	5	1	12
277	1	87	3
278	3	23	2
279	2	15	1
280	8	123	24
281	2	125	15
282	3	5	15
283	2	81	21
284	8	75	27
285	4	1	7
286	2	143	7
287	3	51	12
288	2	13	22
289	5	59	20
290	6	125	24
291	2	21	23
292	7	115	23
293	6	135	3
294	5	83	3
295	1	61	26
296	3	113	22
297	1	20	26
298	3	15	26
299	8	142	20
300	8	108	25
301	3	89	11
302	2	27	4
303	7	21	6
304	2	131	18
305	2	80	12
306	6	63	12
307	4	123	27
308	8	15	10
309	8	95	11
310	5	70	3
311	3	83	19
312	4	42	11
313	3	42	12
314	4	95	9
315	2	141	5
316	8	10	21
317	8	129	20
318	6	103	20
319	7	99	17
320	2	85	12
321	5	68	23
322	2	57	17
323	4	87	24
324	4	141	25
325	2	135	23
326	2	49	14
327	8	113	22
328	7	45	16
329	5	61	20
330	2	147	7
331	6	86	24
332	5	75	22
333	6	47	22
334	6	127	19
335	4	143	1
336	7	73	6
337	3	67	13
338	2	107	12
339	6	77	10
340	1	67	2
341	1	31	13
342	2	17	10
343	1	49	11
344	4	140	1
345	1	83	1
346	3	143	27
347	5	25	26
348	7	41	1
349	5	5	10
350	1	97	15
351	3	141	20
352	6	27	5
353	3	25	26
354	3	123	9
355	7	79	6
356	1	11	4
357	7	129	4
358	3	31	10
359	8	147	3
360	8	111	4
361	8	66	16
362	7	67	10
363	8	115	19
364	8	44	8
365	3	22	5
366	1	75	5
367	3	145	14
368	3	20	9
369	3	24	26
370	2	99	3
371	2	65	18
372	5	29	23
373	1	41	5
374	4	91	8
375	8	151	8
376	3	127	8
377	7	89	25
378	8	41	19
379	2	3	4
380	5	109	15
381	2	73	27
382	6	3	13
383	3	7	23
384	3	52	5
385	4	121	25
386	5	39	23
387	1	98	18
388	1	5	6
389	3	65	22
390	4	129	16
391	5	9	15
392	7	7	16
393	6	46	21
394	7	29	10
395	8	8	3
396	3	79	23
397	6	119	18
398	3	144	5
399	3	33	25
400	8	37	6
401	4	119	5
402	1	76	24
403	4	142	12
404	5	7	27
405	3	140	14
406	6	89	9
407	2	82	24
408	3	17	17
409	5	141	24
410	7	69	12
411	4	19	14
412	5	31	7
413	8	101	15
414	4	75	9
415	8	145	23
416	1	35	9
417	2	53	4
418	3	151	6
419	7	109	19
420	5	132	13
421	6	5	16
422	6	21	9
423	7	141	25
424	1	13	19
425	6	61	10
426	6	68	9
427	5	15	7
428	6	88	23
429	2	142	20
430	3	47	10
431	2	111	1
432	4	99	3
433	6	95	6
434	3	69	19
435	8	39	27
436	1	69	20
437	3	73	3
438	2	112	19
439	1	127	1
440	8	135	21
441	7	85	17
442	8	112	10
443	2	9	20
444	6	60	24
445	3	95	12
446	5	137	24
447	7	35	9
448	5	47	11
449	4	133	10
450	8	42	11
451	4	64	9
452	1	115	13
453	5	19	1
454	2	87	7
455	4	85	7
456	3	88	22
457	1	125	12
458	3	142	15
459	3	77	26
460	4	84	21
461	4	9	9
462	7	59	6
463	8	97	5
464	4	35	24
465	5	76	17
466	6	19	20
467	2	149	7
468	1	103	6
469	8	31	11
470	1	71	3
471	8	99	21
472	1	120	26
473	5	72	17
474	2	98	3
475	7	113	22
476	3	147	10
477	5	151	4
478	3	97	11
479	4	122	24
480	4	76	4
481	1	32	8
482	7	11	18
483	8	146	1
484	1	122	23
485	5	129	17
486	6	18	22
487	3	68	25
488	3	59	13
489	6	64	16
490	7	135	1
491	6	7	4
492	5	119	27
493	6	71	1
494	6	9	1
495	1	135	18
496	6	97	19
497	8	3	25
498	5	93	9
499	5	55	26
500	1	117	18
501	8	100	27
502	5	24	25
503	4	74	12
504	7	39	13
505	7	114	19
506	6	136	7
507	6	25	24
508	2	72	17
509	6	20	13
510	4	149	23
511	2	22	17
512	8	148	19
513	3	125	8
514	5	11	1
515	1	38	24
516	3	99	22
517	8	17	25
518	1	95	11
519	6	121	12
520	2	129	27
521	2	114	25
522	2	7	11
523	3	98	5
524	5	127	18
525	2	95	19
526	6	115	23
527	6	102	6
528	6	26	10
529	4	89	2
530	8	116	16
531	3	29	12
532	4	36	3
533	8	125	25
534	3	64	13
535	6	62	11
536	4	97	14
537	6	39	9
538	5	37	21
539	4	28	11
540	2	100	2
541	2	128	17
542	5	130	25
543	7	151	10
544	2	117	8
545	6	24	20
546	3	57	10
547	5	28	16
548	1	114	4
549	1	29	27
550	3	76	3
551	7	49	24
552	7	36	20
553	7	133	24
554	8	71	10
555	4	88	5
556	7	142	24
557	6	49	19
558	8	122	14
559	6	110	27
560	5	58	5
561	1	34	13
562	4	40	3
563	4	127	24
564	5	16	21
565	7	139	4
566	4	20	16
567	6	108	17
568	3	114	3
569	8	40	5
570	7	71	17
571	8	98	21
572	6	1	21
573	6	122	9
574	1	3	1
575	1	30	9
576	2	12	1
577	6	93	18
578	5	121	26
579	5	145	20
580	8	59	16
581	2	33	20
582	5	12	23
583	7	81	7
584	6	29	20
585	1	109	14
586	5	8	10
587	4	62	1
588	6	53	1
589	2	139	22
590	3	135	26
591	3	126	21
592	3	78	4
593	5	34	20
594	4	23	24
595	5	147	18
596	2	86	2
597	8	36	24
598	4	14	4
599	1	136	14
600	6	51	19
601	6	28	8
602	7	80	13
603	2	132	7
604	8	63	10
605	6	37	8
606	5	118	15
607	6	84	15
608	3	32	9
609	2	116	21
610	6	79	19
611	1	93	13
612	7	75	11
613	5	32	18
614	7	66	20
615	8	48	6
616	3	119	18
617	8	25	14
618	5	146	17
619	2	150	10
620	1	112	7
621	5	49	24
622	1	18	1
623	6	96	7
624	2	42	5
625	3	105	5
626	4	53	3
627	3	37	18
628	5	26	14
629	3	30	16
630	2	10	26
631	2	84	21
632	8	2	4
633	2	91	6
634	2	31	2
635	6	124	3
636	1	140	16
637	4	81	3
638	7	123	6
639	7	72	11
640	1	60	13
641	3	71	14
642	2	126	9
643	1	15	3
644	8	56	22
645	5	36	13
646	8	38	6
647	5	60	17
648	4	120	14
649	1	55	12
650	6	2	18
651	3	121	13
652	2	16	2
653	6	118	17
654	7	132	2
655	4	101	12
656	2	106	14
657	1	45	8
658	5	56	3
659	4	109	14
660	2	77	1
661	5	14	8
662	4	33	3
663	7	47	9
664	7	46	17
665	7	149	25
666	3	149	14
667	8	54	26
668	6	75	19
669	8	58	14
670	1	12	11
671	4	131	12
672	8	150	12
673	7	138	7
674	4	55	9
675	8	124	16
676	6	43	15
677	6	139	24
678	1	16	25
679	5	135	14
680	1	124	9
681	3	18	8
682	8	102	8
683	5	107	3
684	1	27	3
685	4	56	3
686	5	53	20
687	8	72	20
688	7	70	7
689	3	94	21
690	5	97	5
691	3	49	19
692	5	38	24
693	4	18	18
694	4	31	17
695	1	1	12
696	8	83	11
697	7	134	10
698	5	126	26
699	7	140	9
700	4	3	21
701	5	21	3
702	7	51	20
703	7	27	16
704	4	148	17
705	1	101	19
706	5	81	15
707	5	111	15
708	4	113	26
709	1	88	21
710	7	112	18
711	5	108	11
712	2	45	15
713	1	118	24
714	5	54	13
715	4	4	24
716	1	64	10
717	3	16	14
718	3	48	1
719	7	117	3
720	7	130	2
721	4	132	16
722	7	8	9
723	4	135	24
724	3	101	8
725	4	45	23
726	3	84	1
727	8	32	15
728	5	48	22
729	1	57	22
730	1	47	13
731	2	148	8
732	1	70	5
733	5	143	24
734	5	112	20
735	6	22	5
736	7	108	11
737	5	123	17
738	1	4	10
739	4	100	21
740	8	61	23
741	6	48	19
742	7	23	4
743	6	14	12
744	4	98	2
745	6	116	4
746	1	43	16
747	2	39	2
748	3	86	18
749	4	134	12
750	2	103	9
751	2	44	11
752	1	96	1
753	6	81	3
754	3	122	2
755	1	14	13
756	7	24	8
757	3	54	6
758	6	38	26
759	5	124	14
760	1	94	23
761	4	71	25
762	1	129	13
763	4	11	1
764	7	91	5
765	5	51	3
766	2	14	12
767	4	96	2
768	2	46	9
769	1	23	8
770	5	82	9
771	3	60	19
772	7	13	7
773	4	111	21
774	4	51	24
775	8	29	13
776	6	30	12
777	4	90	8
778	4	105	1
779	3	138	6
780	7	116	7
781	6	138	18
782	1	100	19
783	1	131	16
784	5	150	11
785	7	121	12
786	5	52	19
787	3	124	13
788	6	11	14
789	2	130	22
790	7	105	11
791	1	48	12
792	7	28	20
793	4	124	27
794	7	150	11
795	8	60	24
796	4	112	22
797	2	56	18
798	3	34	27
799	3	50	16
800	6	33	17
801	4	151	21
802	1	104	25
803	5	140	1
804	5	98	6
805	2	37	18
806	2	144	16
807	4	10	13
808	8	139	10
809	1	28	4
810	7	95	1
811	5	106	6
812	7	68	12
813	1	40	5
814	7	3	26
815	7	122	7
816	6	78	2
817	7	136	19
818	6	105	3
819	5	142	26
820	6	55	12
821	5	89	16
822	8	127	7
823	4	92	11
824	2	104	26
825	8	19	4
826	5	63	19
827	7	87	5
828	4	46	27
829	7	53	4
830	7	78	10
831	5	136	23
832	6	147	23
833	5	62	10
834	7	54	7
835	7	17	7
836	1	126	24
837	6	10	24
838	2	102	7
839	6	80	8
840	8	20	3
841	8	69	9
842	8	24	23
843	1	151	27
844	3	100	11
845	7	12	7
846	4	70	20
847	5	18	24
848	7	76	10
849	5	66	14
850	7	19	4
851	2	48	18
852	4	34	2
853	5	120	9
854	7	50	11
855	8	50	16
856	3	109	27
857	4	79	10
858	1	147	13
859	5	95	11
860	5	122	27
861	7	40	16
862	8	74	27
863	6	128	22
864	6	150	1
865	6	143	14
866	2	38	10
867	1	81	24
868	3	150	18
869	2	140	17
870	6	133	20
871	7	15	11
872	2	63	8
873	3	117	24
874	3	56	5
875	1	130	6
876	5	43	26
877	4	2	8
878	3	136	22
879	8	119	20
880	4	130	22
881	7	14	20
882	5	79	23
883	1	102	22
884	6	134	9
885	7	48	11
886	6	106	17
887	5	103	2
888	1	42	4
889	7	38	2
890	8	126	15
891	8	13	5
892	6	113	1
893	7	98	26
894	2	78	21
895	4	16	24
896	7	128	24
897	5	96	12
898	4	72	14
899	7	119	7
900	8	26	10
901	7	18	7
902	8	16	12
903	2	134	16
904	7	92	18
905	2	94	12
906	8	46	6
907	8	128	4
908	1	110	22
909	6	40	4
910	6	70	21
911	3	129	6
912	1	79	22
913	1	91	27
914	5	22	21
915	5	84	8
916	1	82	8
917	6	6	15
918	6	140	1
919	7	26	21
920	3	102	21
921	5	101	1
922	7	43	24
923	3	72	5
924	1	107	22
925	4	78	26
926	7	120	3
927	7	90	23
928	7	5	19
929	7	147	20
930	3	74	10
931	5	78	27
932	6	126	8
933	4	22	27
934	8	30	9
935	6	120	15
936	3	131	22
937	3	96	20
938	2	76	4
939	1	9	5
940	7	1	24
941	7	4	24
942	3	128	10
943	2	58	22
944	4	102	19
945	5	74	27
946	5	64	26
947	8	114	9
948	3	116	6
949	1	44	26
950	8	110	16
951	5	138	19
952	1	62	9
953	4	80	5
