9	153	3	43	48	2	25	570
1	6	152
2	5	152
1	3	27
2	5	69
3	7	25
172	3	87	9
173	3	133	20
174	5	23	4
175	4	33	15
176	4	71	21
177	5	9	19
178	2	123	25
179	4	148	12
180	4	81	3
181	3	29	23
182	3	21	4
183	2	79	17
184	3	143	6
185	6	7	5
186	6	81	15
187	6	109	24
188	6	25	17
189	6	39	20
190	3	125	19
191	3	149	9
192	5	25	11
193	4	83	5
194	3	123	9
195	5	121	12
196	3	11	15
197	6	117	3
198	6	82	8
199	4	75	4
200	3	85	17
201	4	129	8
202	4	123	6
203	6	135	21
204	4	122	15
205	2	35	13
206	3	89	4
207	2	147	18
208	6	143	23
209	4	69	20
210	6	69	23
211	4	51	25
212	5	135	7
213	5	134	6
214	6	151	18
215	3	88	10
216	3	99	15
217	5	81	16
218	3	141	1
219	2	70	8
220	5	145	15
221	3	9	19
222	4	1	4
223	3	45	2
224	4	119	3
225	4	9	2
226	3	122	16
227	5	11	9
228	4	5	12
229	6	95	5
230	3	53	15
231	2	37	8
232	5	139	17
233	3	77	17
234	5	149	14
235	4	107	20
236	3	78	3
237	2	151	4
238	6	131	16
239	6	89	12
240	2	49	24
241	2	12	18
242	4	117	23
243	5	53	16
244	2	125	5
245	4	45	21
246	4	13	18
247	2	85	1
248	5	125	23
249	2	139	17
250	3	86	14
251	5	73	23
252	6	139	13
253	2	77	22
254	5	59	8
255	6	49	17
256	2	132	6
257	2	143	7
258	6	36	9
259	3	142	17
260	3	55	15
261	5	131	10
262	3	73	14
263	5	105	8
264	5	106	4
265	6	55	22
266	5	101	1
267	6	33	14
268	5	91	23
269	6	34	22
270	6	40	16
271	3	57	21
272	6	67	17
273	2	59	2
274	6	11	21
275	3	129	6
276	3	72	12
277	5	95	8
278	3	56	2
279	6	141	5
280	2	23	20
281	4	130	8
282	5	88	19
283	3	47	19
284	6	121	16
285	3	20	22
286	4	95	1
287	4	128	15
288	5	21	18
289	3	30	14
290	5	109	11
291	3	40	5
292	2	36	10
293	4	120	1
294	6	9	7
295	5	147	10
296	3	115	21
297	3	44	2
298	3	18	22
299	2	121	22
300	5	111	8
301	5	47	24
302	2	29	10
303	2	126	24
304	6	127	23
305	3	54	8
306	4	37	4
307	3	120	15
308	2	47	17
309	5	69	8
310	5	72	4
311	3	105	10
312	2	99	10
313	4	150	13
314	3	83	20
315	6	132	14
316	6	91	24
317	2	67	5
318	2	21	21
319	3	25	13
320	6	59	24
321	5	51	17
322	5	31	7
323	2	135	3
324	3	37	7
325	2	1	2
326	5	137	21
327	2	134	9
328	2	109	2
329	6	142	16
330	3	8	9
331	6	96	22
332	2	91	10
333	6	134	9
334	2	95	13
335	6	147	6
336	6	107	23
337	2	144	24
338	4	14	15
339	2	5	22
340	4	105	14
341	5	75	24
342	6	68	19
343	2	117	19
344	5	138	19
345	2	141	25
346	2	118	13
347	6	48	5
348	3	117	14
349	3	32	25
350	6	115	19
351	2	51	17
352	2	146	20
353	6	145	14
354	2	39	1
355	2	18	14
356	2	61	25
357	5	63	5
358	2	60	21
359	2	87	9
360	5	15	24
361	6	1	9
362	6	15	15
363	4	73	1
364	3	111	16
365	2	46	6
366	6	16	1
367	5	83	14
368	5	36	19
369	4	97	1
370	4	59	15
371	5	146	24
372	4	27	15
373	2	86	1
374	4	3	15
375	4	17	9
376	3	34	7
377	6	140	15
378	5	141	18
379	4	125	3
380	3	28	14
381	6	31	10
382	4	139	8
383	6	26	1
384	2	78	21
385	6	10	7
386	4	70	1
387	3	67	19
388	4	101	12
389	3	109	22
390	3	46	6
391	3	116	15
392	6	137	12
393	3	84	19
394	5	127	20
395	4	23	21
396	3	64	4
397	2	14	18
398	4	49	9
399	2	48	22
400	2	41	24
401	6	63	9
402	4	58	23
403	3	38	12
404	3	137	24
405	6	29	23
406	5	10	10
407	6	102	9
408	2	98	21
409	3	110	20
410	4	46	21
411	5	70	22
412	3	114	22
413	4	106	11
414	5	150	11
415	5	120	22
416	2	142	7
417	5	64	18
418	3	112	13
419	4	36	14
420	3	82	7
421	4	10	10
422	6	105	8
423	5	27	3
424	2	68	4
425	2	3	10
426	6	87	23
427	5	93	6
428	5	45	13
429	2	90	1
430	3	101	8
431	3	108	18
432	6	129	12
433	3	23	8
434	3	48	19
435	4	80	5
436	3	127	11
437	3	51	8
438	5	55	8
439	4	34	10
440	6	90	18
441	5	16	11
442	6	46	5
443	4	82	23
444	3	24	16
445	4	32	10
446	4	98	17
447	3	80	10
448	6	125	22
449	3	126	25
450	4	67	25
451	4	12	25
452	6	108	21
453	5	57	25
454	4	138	25
455	3	128	25
456	2	81	9
457	2	16	12
458	5	110	12
459	5	117	6
460	2	80	6
461	6	19	24
462	5	115	3
463	6	24	12
464	5	116	18
465	5	94	10
466	6	53	13
467	4	63	17
468	4	43	20
469	4	126	16
470	6	130	12
471	3	61	25
472	6	116	13
473	6	71	11
474	5	123	24
475	3	136	24
476	2	22	19
477	3	60	25
478	2	50	15
479	2	88	15
480	6	84	20
481	2	9	3
482	3	13	15
483	3	118	14
484	4	111	19
485	6	5	20
486	4	2	17
487	6	93	13
488	3	91	9
489	6	65	20
490	5	26	1
491	4	145	1
492	4	42	24
493	5	92	15
494	3	104	5
495	4	146	16
496	3	95	5
497	5	129	4
498	5	148	1
499	5	122	2
500	4	68	20
501	5	103	14
502	3	66	1
503	6	51	23
504	4	118	12
505	6	70	9
506	6	77	23
507	3	100	10
508	6	2	25
509	5	7	4
510	3	102	2
511	2	93	25
512	2	2	17
513	5	126	13
514	2	124	5
515	2	73	3
516	4	94	6
517	5	102	1
518	5	46	17
519	3	148	22
520	4	22	23
521	5	1	2
522	3	6	17
523	4	142	6
524	2	84	23
525	2	108	13
526	6	18	20
527	6	119	21
528	2	4	7
529	5	56	1
530	6	38	20
531	5	32	6
532	6	8	20
533	3	90	2
534	5	104	20
535	5	82	24
536	4	96	9
537	5	108	23
538	6	4	25
539	4	102	2
540	3	134	12
541	3	15	14
542	4	48	13
543	6	57	17
544	6	52	4
545	6	73	13
546	6	94	9
547	2	6	23
548	5	80	24
549	5	140	14
550	6	20	7
551	6	79	16
552	6	99	15
553	2	92	13
554	4	78	10
555	6	120	19
556	4	16	19
557	2	40	22
558	6	104	25
559	6	146	23
560	3	36	6
561	4	7	20
562	5	136	3
563	3	69	7
564	6	6	14
565	2	140	23
566	4	108	4
567	6	43	3
568	4	115	12
569	5	85	3
570	6	62	20
