10	151	3	59	53	1	21	702
1	4	150
1	3	15
2	4	94
3	7	60
1	3	
2	2	
3	0	
4	0	
5	0	
6	3	
7	4	
8	3	
9	1	
10	2	
11	5	
12	5	
13	3	
14	3	
15	9	
16	4	
17	1	
18	1	
19	0	
20	2	
21	2	
195	3	67	11
196	2	113	7
197	5	47	2
198	6	141	7
199	4	123	11
200	5	35	13
201	6	123	19
202	7	131	10
203	2	97	16
204	6	11	12
205	2	25	2
206	2	139	16
207	5	125	2
208	6	15	9
209	7	83	1
210	6	59	1
211	2	133	10
212	7	125	8
213	6	147	7
214	3	139	19
215	2	123	1
216	5	95	7
217	2	112	16
218	5	13	15
219	3	147	21
220	3	143	12
221	6	23	5
222	7	115	4
223	4	101	8
224	7	27	10
225	5	77	8
226	5	65	9
227	2	108	10
228	5	67	6
229	2	37	12
230	7	3	17
231	5	41	15
232	5	33	21
233	5	147	17
234	7	89	17
235	6	73	19
236	3	13	18
237	7	69	3
238	5	21	20
239	6	89	15
240	3	148	8
241	6	47	18
242	4	107	17
243	6	29	3
244	5	55	11
245	4	1	4
246	6	127	15
247	4	25	11
248	2	67	19
249	7	97	18
250	6	91	12
251	6	77	20
252	4	130	13
253	3	59	14
254	6	119	16
255	2	11	12
256	6	131	8
257	6	75	8
258	3	71	14
259	4	71	15
260	5	3	9
261	4	89	7
262	6	27	10
263	3	99	10
264	6	19	6
265	2	33	13
266	3	41	17
267	2	105	9
268	7	133	14
269	2	5	17
270	6	107	20
271	5	109	15
272	5	113	15
273	6	33	7
274	2	137	20
275	4	49	10
276	6	51	2
277	5	69	4
278	3	121	7
279	4	143	9
280	5	19	16
281	3	1	8
282	7	137	10
283	5	23	19
284	4	13	5
285	7	19	12
286	7	47	12
287	2	81	11
288	6	106	14
289	5	124	18
290	2	12	19
291	4	87	13
292	5	24	13
293	2	45	2
294	4	127	20
295	3	61	10
296	4	61	14
297	5	1	18
298	5	48	3
299	2	46	1
300	4	95	14
301	2	115	20
302	4	139	16
303	5	94	21
304	2	15	20
305	4	17	13
306	6	53	12
307	6	25	11
308	5	131	12
309	5	61	3
310	5	97	7
311	6	111	8
312	2	49	4
313	4	33	21
314	3	105	5
315	7	56	18
316	7	129	17
317	6	133	6
318	7	2	9
319	4	23	5
320	5	14	2
321	2	85	10
322	6	68	13
323	6	26	16
324	3	69	19
325	5	135	6
326	4	124	19
327	7	119	21
328	3	45	16
329	2	136	5
330	6	137	18
331	7	90	17
332	3	117	9
333	6	54	15
334	2	23	5
335	5	46	1
336	4	115	4
337	5	43	7
338	4	59	2
339	5	10	10
340	3	123	11
341	5	112	7
342	3	42	11
343	3	19	17
344	3	73	11
345	3	25	2
346	7	51	1
347	6	148	21
348	4	111	6
349	4	65	6
350	3	94	6
351	3	140	21
352	3	81	9
353	3	44	13
354	7	37	7
355	3	14	2
356	2	119	9
357	2	19	1
358	3	24	10
359	2	24	15
360	4	105	3
361	7	75	11
362	2	127	14
363	7	13	6
364	6	71	9
365	2	71	21
366	3	60	9
367	5	110	20
368	7	132	19
369	3	131	10
370	7	79	12
371	4	117	18
372	2	34	2
373	7	14	3
374	2	17	15
375	6	70	18
376	5	79	12
377	2	1	11
378	5	64	5
379	7	130	11
380	3	70	15
381	3	91	3
382	4	97	17
383	4	45	15
384	2	102	2
385	4	51	3
386	5	37	12
387	3	145	16
388	3	68	15
389	6	78	1
390	5	66	8
391	4	135	16
392	6	97	5
393	5	126	7
394	6	61	6
395	4	113	13
396	2	27	15
397	7	141	19
398	6	87	3
399	3	66	21
400	5	44	6
401	7	85	20
402	7	87	19
403	7	147	17
404	6	37	6
405	5	34	21
406	7	65	18
407	2	84	11
408	6	113	9
409	7	134	1
410	3	75	19
411	5	87	8
412	3	118	14
413	2	149	13
414	7	88	7
415	5	145	16
416	3	17	16
417	3	125	9
418	2	72	7
419	4	85	12
420	2	138	19
421	7	140	3
422	3	142	6
423	2	147	4
424	7	76	1
425	7	45	21
426	7	29	13
427	2	70	21
428	2	148	4
429	3	39	19
430	6	134	20
431	5	42	2
432	7	142	20
433	4	50	16
434	5	20	9
435	4	26	3
436	4	73	4
437	6	1	6
438	5	144	4
439	5	2	13
440	7	10	20
441	5	62	21
442	7	78	8
443	5	107	11
444	4	96	4
445	6	121	16
446	4	79	8
447	5	134	16
448	2	79	19
449	4	55	15
450	6	83	8
451	7	81	9
452	6	95	8
453	6	136	6
454	5	51	13
455	2	31	18
456	7	59	12
457	6	31	18
458	4	21	18
459	4	121	12
460	5	4	9
461	6	112	11
462	2	43	20
463	3	18	19
464	7	31	12
465	4	147	2
466	6	32	1
467	4	137	5
468	2	60	8
469	2	68	11
470	6	76	1
471	5	83	7
472	4	29	13
473	6	17	15
474	2	53	20
475	2	104	5
476	5	60	14
477	2	131	21
478	2	110	20
479	7	99	10
480	3	136	19
481	5	108	15
482	7	17	20
483	3	16	9
484	6	81	3
485	7	41	18
486	5	101	15
487	4	28	13
488	3	133	12
489	7	33	9
490	4	32	5
491	7	46	10
492	6	80	1
493	7	111	8
494	7	16	6
495	2	16	12
496	4	122	4
497	2	63	15
498	4	43	12
499	7	98	5
500	5	36	20
501	7	61	20
502	2	106	16
503	7	18	21
504	4	60	11
505	3	40	20
506	7	136	21
507	2	26	6
508	2	145	9
509	3	130	8
510	6	126	11
511	7	127	2
512	7	73	18
513	5	82	2
514	3	122	6
515	6	42	13
516	2	114	3
517	3	72	16
518	4	78	20
519	4	120	5
520	2	125	10
521	2	22	11
522	7	117	18
523	4	44	20
524	7	67	17
525	6	132	16
526	6	96	13
527	2	20	6
528	3	138	7
529	5	54	16
530	2	32	19
531	6	7	10
532	3	21	6
533	6	49	10
534	6	85	2
535	3	88	4
536	5	68	11
537	5	137	3
538	4	22	20
539	5	80	12
540	7	42	21
541	6	60	20
542	4	24	15
543	3	76	21
544	6	124	9
545	5	71	12
546	7	121	4
547	7	53	5
548	4	19	5
549	4	6	3
550	7	138	11
551	4	118	7
552	6	145	11
553	4	145	8
554	7	49	12
555	7	124	12
556	6	72	21
557	2	146	19
558	4	63	8
559	5	102	9
560	4	88	7
561	2	7	19
562	3	132	19
563	5	50	8
564	4	11	2
565	4	18	13
566	4	128	12
567	2	51	9
568	7	23	8
569	4	58	3
570	2	66	9
571	6	88	19
572	7	48	15
573	5	70	9
574	6	93	10
575	2	57	17
576	6	10	21
577	4	52	5
578	3	120	16
579	2	82	10
580	7	80	18
581	4	149	6
582	3	144	18
583	2	91	2
584	2	50	11
585	4	66	17
586	2	64	15
587	7	54	3
588	3	74	3
589	4	144	4
590	2	6	8
591	3	55	15
592	3	5	4
593	4	141	12
594	4	20	17
595	6	86	13
596	6	8	3
597	6	140	14
598	5	73	9
599	6	65	3
600	5	146	18
601	7	4	18
602	7	122	5
603	4	140	16
604	3	49	11
605	2	18	8
606	7	126	8
607	6	28	8
608	4	136	11
609	5	89	10
610	4	72	11
611	4	91	4
612	3	92	21
613	6	94	15
614	6	109	6
615	2	92	6
616	3	22	18
617	5	132	3
618	6	92	6
619	2	144	18
620	5	91	10
621	6	90	10
622	5	105	11
623	7	128	11
624	6	122	1
625	3	4	15
626	4	103	18
627	6	130	3
628	7	82	6
629	5	129	19
630	7	95	7
631	6	74	17
632	3	90	7
633	3	26	21
634	6	146	8
635	5	18	10
636	6	82	8
637	5	141	5
638	2	95	16
639	5	130	2
640	5	121	9
641	2	9	6
642	3	86	6
643	3	79	1
644	6	14	9
645	4	94	14
646	2	129	19
647	6	62	19
648	2	77	14
649	4	90	19
650	2	76	17
651	7	32	7
652	6	120	10
653	2	8	17
654	4	56	6
655	3	107	20
656	7	113	4
657	7	60	19
658	7	149	5
659	2	48	7
660	6	103	11
661	4	138	10
662	2	94	17
663	7	20	18
664	6	108	7
665	5	39	9
666	5	104	2
667	3	63	9
668	7	52	15
669	7	72	19
670	7	103	6
671	5	22	3
672	3	8	11
673	5	32	19
674	6	101	14
675	6	18	18
676	6	45	12
677	6	6	10
678	5	119	5
679	4	126	17
680	3	11	4
681	3	64	6
682	3	101	15
683	3	83	5
684	4	9	6
685	5	99	13
686	4	30	12
687	3	31	20
688	4	133	11
689	6	39	9
690	7	84	12
691	6	48	5
692	6	110	8
693	6	57	7
694	4	114	13
695	5	26	11
696	3	104	19
697	5	38	3
698	5	96	3
699	2	117	13
700	7	28	4
701	2	128	21
702	7	58	1
